Reporting_Year / Année;NPRI_ID / No_INRP;Facility_Name / Installation;Company_Name / Dénomination_sociale_de_l'entreprise;NAICS / Code_SCIAN;Province / Province;CAS_Number / No_CAS;Substance Name (English) / Nom de substance (Anglais);Substance Name (French) / Nom de substance (Français);Group (English) / Groupe (Anglais);Group (French) / Groupe (Français);Category (English) / Catégorie (Anglais);Category (French) / Catégorie (Français);Quantity / Quantité;Units / Unités;Estimation_Method / Méthode_d’estimation 
2008;6498;USINE D'ÉPURATION DES EAUX DE EAST ANGUS;VILLE DE EAST ANGUS;221320;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.7;kg;M3
2008;8508;USINE ÉPURATION EAUX USÉES (DOMESTIQUES) ÉTANGS AÉRÉS;VILLE DE MATANE;221320;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;66;tonnes;O
2008;8518;USINE D'ÉPURATION;VILLE DE VAL-D'OR;221320;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.212;tonnes;M3
2008;8518;USINE D'ÉPURATION;VILLE DE VAL-D'OR;221320;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;6.326;tonnes;M3
2008;8540;STATION D'ÉPURATION DES EAUX USÉES;VILLE DE BOISBRIAND;221320;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;78.04;tonnes;M3
2008;8540;STATION D'ÉPURATION DES EAUX USÉES;VILLE DE BOISBRIAND;221320;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.992;tonnes;M3
2008;8567;STATION D'ÉPURATION;VILLE DE CHIBOUGAMAU;221320;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;21.646;tonnes;M3
2008;8570;STATION D'ÉPURATION VILLE DE MONTMAGNY;VILLE DE MONTMAGNY;221320;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;47.45;tonnes;M3
2008;8575;ÉTANGS ROUYN-NORANDA;VILLE DE ROUYN-NORANDA;221320;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;68.667;tonnes;M3
2008;8600;CASA BERARDI;MINES AURIZON;212220;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.504;tonnes;M3
2008;8600;CASA BERARDI;MINES AURIZON;212220;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;9.596;tonnes;M3
2008;8600;CASA BERARDI;MINES AURIZON;212220;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;241.07;kg;M3
2008;8600;CASA BERARDI;MINES AURIZON;212220;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.77;kg;M3
2008;8610;DIVISION BEAUFOR;MINES RICHMONT INC;212220;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;5.36;tonnes;M3
2008;8624;MINE MOUSKA;GESTION IAMGOLD-QUÉBEC INC.;212220;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;7.84;tonnes;M3
2008;8624;MINE MOUSKA;GESTION IAMGOLD-QUÉBEC INC.;212220;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;4.56;tonnes;M3
2008;8637;STATION D'ÉPURATION DE LA VILLE DE SAINT-JEAN-SUR-RICHELIEU;STATION D'ÉPURATION DE LA VILLE DE SAINT-JEAN-SUR-RICHELIEU;221320;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;8.67;tonnes;M3
2008;8637;STATION D'ÉPURATION DE LA VILLE DE SAINT-JEAN-SUR-RICHELIEU;STATION D'ÉPURATION DE LA VILLE DE SAINT-JEAN-SUR-RICHELIEU;221320;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;238.81;tonnes;M3
2008;8637;STATION D'ÉPURATION DE LA VILLE DE SAINT-JEAN-SUR-RICHELIEU;STATION D'ÉPURATION DE LA VILLE DE SAINT-JEAN-SUR-RICHELIEU;221320;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;25.4325;kg;O
2008;8697;ÉTANGS SUD;VILLE D'ALMA;221320;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;75.993;tonnes;O
2008;8698;ÉTANGS NORD;VILLE D'ALMA;913910;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;8.296;tonnes;O
2008;8699;ÉTANGS SCM;VILLE D'ALMA;562910;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;3.938;tonnes;O
2008;8719;INRP;CORPORATION MINIÈRE ALEXIS;212220;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.22;tonnes;M3
2008;8719;INRP;CORPORATION MINIÈRE ALEXIS;212220;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.543;kg;M3
2008;8724;STATION ÉPURATION ST-BERNARD;VILLE DE CHATEAUGUAY;221320;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;128;tonnes;M3
2008;8724;STATION ÉPURATION ST-BERNARD;VILLE DE CHATEAUGUAY;221320;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;16.4;tonnes;M3
2008;8724;STATION ÉPURATION ST-BERNARD;VILLE DE CHATEAUGUAY;221320;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;14.1;tonnes;M3
2008;8728;USINE D'ÉPURATION;VILLE DE SALABERRY-DE-VALLEYFIELD;221320;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;5.6;tonnes;C
2008;8730;STATION DE TRAITEMENT DES EAUX USÉES;RÉGIE DE TRAITEMENT DES EAUX USÉES RICHELIEU/SAINT-LAURENT;221320;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;105.41;tonnes;M3
2008;8730;STATION DE TRAITEMENT DES EAUX USÉES;RÉGIE DE TRAITEMENT DES EAUX USÉES RICHELIEU/SAINT-LAURENT;221320;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;13.52;tonnes;M3
2007;99;DIVISION LARONDE;LES MINES AGNICO-EAGLE;212220;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;158.69;tonnes;C
2007;99;DIVISION LARONDE;LES MINES AGNICO-EAGLE;212220;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;12.64;tonnes;C
2007;99;DIVISION LARONDE;LES MINES AGNICO-EAGLE;212220;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.656;kg;C
2007;271;USINE PONTIAC;EMBALLAGES SMURFIT-STONE CANADA;322112;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;43;kg;E1
2007;271;USINE PONTIAC;EMBALLAGES SMURFIT-STONE CANADA;322112;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.662;tonnes;M3
2007;271;USINE PONTIAC;EMBALLAGES SMURFIT-STONE CANADA;322112;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;32;kg;M3
2007;271;USINE PONTIAC;EMBALLAGES SMURFIT-STONE CANADA;322112;QC;67-66-3;Chloroform;Chloroforme;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.007;tonnes;E1
2007;271;USINE PONTIAC;EMBALLAGES SMURFIT-STONE CANADA;322112;QC;NA - 19;Hexavalent chromium (and its compounds);Chrome hexavalent (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;20;kg;E1
2007;271;USINE PONTIAC;EMBALLAGES SMURFIT-STONE CANADA;322112;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;26.153;tonnes;E1
2007;271;USINE PONTIAC;EMBALLAGES SMURFIT-STONE CANADA;322112;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;12.84;tonnes;E1
2007;271;USINE PONTIAC;EMBALLAGES SMURFIT-STONE CANADA;322112;QC;75-07-0;Acetaldehyde;Acétaldéhyde;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.409;tonnes;E2
2007;271;USINE PONTIAC;EMBALLAGES SMURFIT-STONE CANADA;322112;QC;7783-06-04;Hydrogen sulphide;Sulfure d'hydrogène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.422;tonnes;M3
2007;271;USINE PONTIAC;EMBALLAGES SMURFIT-STONE CANADA;322112;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;3.947;tonnes;E1
2007;271;USINE PONTIAC;EMBALLAGES SMURFIT-STONE CANADA;322112;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;49.69;tonnes;M3
2007;322;GENERAL DYNAMIC OTS-CANADA VALLEYFIELD INC.;GENERAL DYNAMIC OTS-CANADA;325920;QC;55-63-0;Nitroglycerin;Nitroglycérine;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.54;tonnes;E1
2007;747;STATOILHYDRO CANADA LTD;STATOILHYDRO;331410;QC;118-74-1;Hexachlorobenzene;Hexachlorobenzène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;13.4;grams;M3 AL
2007;747;STATOILHYDRO CANADA LTD;STATOILHYDRO;331410;QC;7647-01-0;Hydrochloric acid;Acide chlorhydrique;Releases to Water;Rejets dans les plans d'eau;Spills;Déversements;0.7;tonnes;M1
2007;929;USINE DE GATINEAU;BOWATER;322122;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;tonnes;M3
2007;929;USINE DE GATINEAU;BOWATER;322122;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;12.31;tonnes;M3
2007;929;USINE DE GATINEAU;BOWATER;322122;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;35.441;tonnes;M3
2007;929;USINE DE GATINEAU;BOWATER;322122;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;34.21;tonnes;M3
2007;929;USINE DE GATINEAU;BOWATER;322122;QC;107-21-1;Ethylene glycol;Éthylèneglycol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.707;tonnes;E2
2007;929;USINE DE GATINEAU;BOWATER;322122;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;32;kg;M3
2007;929;USINE DE GATINEAU;BOWATER;322122;QC;7664-93-9;Sulphuric acid;Acide sulfurique;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;tonnes;O
2007;929;USINE DE GATINEAU;BOWATER;322122;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.231;tonnes;M3
2007;979;COMPAGNIE ABITIBI CONSOLIDATED, DIVISION KÉNOGAMI;ABITIBIBOWATER;322111;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;22.212;tonnes;M1
2007;979;COMPAGNIE ABITIBI CONSOLIDATED, DIVISION KÉNOGAMI;ABITIBIBOWATER;322111;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;7.117;tonnes;M3
2007;979;COMPAGNIE ABITIBI CONSOLIDATED, DIVISION KÉNOGAMI;ABITIBIBOWATER;322111;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;tonnes;M3
2007;979;COMPAGNIE ABITIBI CONSOLIDATED, DIVISION KÉNOGAMI;ABITIBIBOWATER;322111;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;19.93;kg;M3
2007;983;DIVISION ALMA;ABITIBI-CONSOLIDATED DU CANADA;322111;QC;NA - 19;Hexavalent chromium (and its compounds);Chrome hexavalent (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;7.692;kg;E2
2007;983;DIVISION ALMA;ABITIBI-CONSOLIDATED DU CANADA;322111;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;10.853;kg;M3
2007;983;DIVISION ALMA;ABITIBI-CONSOLIDATED DU CANADA;322111;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;26.204;tonnes;M3
2007;983;DIVISION ALMA;ABITIBI-CONSOLIDATED DU CANADA;322111;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;172.456;tonnes;M3
2007;983;DIVISION ALMA;ABITIBI-CONSOLIDATED DU CANADA;322111;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;200.402;tonnes;M3
2007;983;DIVISION ALMA;ABITIBI-CONSOLIDATED DU CANADA;322111;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;72.699;kg;M3
2007;983;DIVISION ALMA;ABITIBI-CONSOLIDATED DU CANADA;322111;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.426;kg;M3
2007;983;DIVISION ALMA;ABITIBI-CONSOLIDATED DU CANADA;322111;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;5.762;tonnes;M3
2007;983;DIVISION ALMA;ABITIBI-CONSOLIDATED DU CANADA;322111;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.017;tonnes;E2
2007;987;LA COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, DIVISION BEAUPR;ABITIBI CONSOLIDATED DU CANADA;322121;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;34.99;kg;M3
2007;987;LA COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, DIVISION BEAUPR;ABITIBI CONSOLIDATED DU CANADA;322121;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.008;tonnes;E2
2007;987;LA COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, DIVISION BEAUPR;ABITIBI CONSOLIDATED DU CANADA;322121;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;36.795;tonnes;M3
2007;1143;MINE GÉANT DORMANT;RESSOURCES CADISCOR;212220;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.052;kg;M3
2007;1143;MINE GÉANT DORMANT;RESSOURCES CADISCOR;212220;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;12.43;tonnes;M3
2007;1143;MINE GÉANT DORMANT;RESSOURCES CADISCOR;212220;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;7.66;tonnes;M3
2007;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;NA - M14;Total Reduced Sulphur (TRS);Soufre réduit total (SRT);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;4.51;tonnes;E2
2007;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;77.44;tonnes;E2
2007;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.23;tonnes;M3
2007;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;24.14;kg;M3
2007;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;107-21-1;Ethylene glycol;Éthylèneglycol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;3.86;tonnes;E2
2007;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.81;tonnes;M3
2007;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;34.26;tonnes;M3
2007;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;75-07-0;Acetaldehyde;Acétaldéhyde;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.65;tonnes;E2
2007;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;4.29;tonnes;E2
2007;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;108-10-1;Methyl isobutyl ketone;Méthylisobutylecétone;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;10.33;tonnes;E2
2007;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;52.92;tonnes;M3
2007;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;50-00-0;Formaldehyde;Formaldéhyde;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.01;tonnes;E2
2007;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;108.66;kg;M3
2007;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;7783-06-04;Hydrogen sulphide;Sulfure d'hydrogène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.09;tonnes;E2
2007;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;39.75;kg;M3
2007;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;NA - 19;Hexavalent chromium (and its compounds);Chrome hexavalent (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;21.43;kg;E2
2007;1525;PAPIERS WHITE BIRCHMC - DIVISION PAPIER MASSON LTÉE;PAPIER MASSON LTÉE;0;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;9;tonnes;C
2007;1525;PAPIERS WHITE BIRCHMC - DIVISION PAPIER MASSON LTÉE;PAPIER MASSON LTÉE;0;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.02;tonnes;E2
2007;1525;PAPIERS WHITE BIRCHMC - DIVISION PAPIER MASSON LTÉE;PAPIER MASSON LTÉE;0;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;25.6;tonnes;M3
2007;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;NA - 19;Hexavalent chromium (and its compounds);Chrome hexavalent (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;20.477;kg;E2
2007;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;135.689;kg;E2
2007;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;10.608;tonnes;E2
2007;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;4.1;tonnes;E2
2007;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;17.27;tonnes;E2
2007;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;7.401;kg;E2
2007;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;6.661;tonnes;E2
2007;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;37.993;kg;E2
2007;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.172;tonnes;E2
2007;1561;KRONOS CANADA;KRONOS CANADA;325189;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;11.427;tonnes;M3
2007;1608;LA MINE DOYON;GESTION IAMGOLD-QUÉBEC INC.;212220;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;26.69;tonnes;M3
2007;1608;LA MINE DOYON;GESTION IAMGOLD-QUÉBEC INC.;212220;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;4.93;kg;M3
2007;1608;LA MINE DOYON;GESTION IAMGOLD-QUÉBEC INC.;212220;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;9.31;tonnes;M3
2007;1623;DALSA SEMICONDUCTOR - BROMONT;DALSA SEMICONDUCTOR;334410;QC;7681-49-4;Sodium fluoride;Fluorure de sodium;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;13.824;tonnes;C
2007;1872;NORAMPAC CABANO UNE DIVISION DE CASCADES CANADA INC;NORAMPAC CABANO;322121;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.425;tonnes;C
2007;1875;FABRICATION RÉGION EST, CRABTREE;PRODUITS KRUGER LIMITÉE;322121;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;19;tonnes;M3
2007;1875;FABRICATION RÉGION EST, CRABTREE;PRODUITS KRUGER LIMITÉE;322121;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;6.283;tonnes;M3
2007;1979;PAPETERIE DE DOLBEAU;BOWATER;322121;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;26.656;kg;E1
2007;1979;PAPETERIE DE DOLBEAU;BOWATER;322121;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.016;tonnes;E2
2007;1979;PAPETERIE DE DOLBEAU;BOWATER;322121;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;14.646;tonnes;E1
