Year of last filed report / L'année de la déclaration la plus récente;NPRI ID / ID INRP;Company Name / Raison Sociale;Facility Name / Nom de l'installation;Address line 1 / Première ligne d’adresse;Address line 2 / Deuxième ligne d’adresse;City / Ville;Province / Province;Postal Code / Code postal;Physical Land Survey Description / Description de l'arpentage;Physical National Topographical Description / Description topographique nationale;Latitude / Latitude;Longitude / Longitude;Datum / Datum;Key Industrial Sector Code / Code des Secteurs industriels clés;Key Industrial Sector (English) / Secteurs industriels clés (Anglais);Key Industrial Sector (French) / Secteurs industriels clés (Français);Census Sub Division Unique ID / No unique de la Subdivision de recensement (SDR);Census Sub Division / Nom de la Subdivision de recensement (SDR);Census Metropolitan Area Unique ID / No unique de la Région métropolitaine de recensement;Census Metropolitan Area / Nom de la Région métropolitaine de recensement;Economic Region Unique ID / No unique de la Région économique;Economic Region Name / Nom de la  Région économique;Unique Ecozone ID / No unique de l’Écozone;English Ecozone Name / Nom englais de l’Écozone;French Ecozone Name / Nom français de l’Écozone;Unique ID of the Major Drainage Area from the Water Survey of Canada (WSC) / No unique de l’aire de drainage principale des Relevés hydrologiques du Canada (RHC);Major Drainage Area English Name / Nom englais de l’aire de drainage principale ;Major Drainage Area French Name / Nom français de l’aire de drainage principale 
2005;6292;PRODUITS FORESTIERS DUBÉ (LES);PRODUITS FORESTIERS DUBÉ (LES) - L'ISLE-VERTE;89, rue Villeray;C.P. 1509;L'Isle-Verte;QC;G0L1L0;;;48.0027;-69.3439;1983;19;Wood Products;Produits en bois;2412043;L'Isle-Verte;;;2415;Bas-Saint-Laurent;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6293;Matériaux Blanchet Inc.;Division Amos;2771 de l'Aéroport Route;;Amos;QC;J9T3A8;;;48.5641;-78.169;1983;19;Wood Products;Produits en bois;2488055;Amos;481;Amos;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;4;Southwestern Hudson Bay Drainage Area;Aire de drainage du sud-ouest de la baie d'Hudson
2014;6294;Matériaux Blanchet Inc.;Division Saint-Pamphile;1030 Elgin Route Sud;;St-Pamphile;QC;G0R3X0;;;46.9434;-69.7524;1983;19;Wood Products;Produits en bois;2417010;Saint-Pamphile;;;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;1;Maritime Provinces Drainage Area;Aire de drainage des provinces Maritimes
2006;6295;MEUBLES MORIGEAU LTÉE;MORIGEAU;25, Rue de L'Étang;;Saint-François Cté Montmagny;QC;G0R2G0;;;46.883;-70.6691;1983;6;Other Manufacturing;Autres fabrication;2418060;Saint-François-de-la-Rivière-du-Sud;;;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6296;Peintures Acralum Inc.;LES PEINTURES ACRALUM - ST-LAURENT;4935 Bourg;;St-Laurent;QC;H4T1H9;;;45.4725;-73.7025;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6297;Polymos Inc.;Terrasse-Vaudreuil;150  5e;;Terrasse-Vaudreuil;QC;J7V5M3;;;45.3888;-73.9858;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2471075;Terrasse-Vaudreuil;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6298;Produits forestiers DG Ltée.;Produits forestiers DG Ltée;313 Saint-Joseph;;Sainte- Aurélie;QC;G0M1M0;;;46.183;-70.3281;1983;19;Wood Products;Produits en bois;2428015;Sainte-Aurélie;;;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;1;Maritime Provinces Drainage Area;Aire de drainage des provinces Maritimes
2002;6299;RADERMAKER HENRI ET FILS;HENRI RADERMAKER ET FILS;1340, route 117  c.p.299;;Rivière-rouge;QC;J0W 1X0;;;46.4936;-74.9786;1983;19;Wood Products;Produits en bois;2479037;Rivière-Rouge;;;2455;Laurentides;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;6300;RALEIGH CANADA LTD.;RALEIGH CANADA LIMITED WATERLOO;5480 INDUSTRIEL;;WATERLOO;QC;J0N2N0;;;45.3431;-72.5332;1983;6;Other Manufacturing;Autres fabrication;2447025;Waterloo;;;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6301;Régie de gestion des matières résiduelles de la Mauricie;Lieu d'enfouissement technique;400 de la Gabelle Boulevard;;Saint-Etienne-des-Grès;QC;G0X2P0;;;46.4332;-72.7438;1983;17;Waste Treatment and Disposal;Traitement et élimination des déchets;2451090;Saint-Étienne-des-Grès;;;2470;Mauricie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6302;Scierie Clermond Hamel Ltée.;SCIERIE CLERMOND HAMEL LTÉE - ST-EPHREM-DE-BEAUCE;25 rang 7 sud;;Sait-Éphrem-de-Beauce;QC;G0M1R0;;;46.0715;-70.9192;1983;19;Wood Products;Produits en bois;2429112;Saint-Éphrem-de-Beauce;;;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6303;Tembec;Usine Abitibi-O (La Sarre) et Bois-Jointé;495 111 Route;;La Sarre;QC;J9Z2X6;;;48.805747;-79.231317;1983;19;Wood Products;Produits en bois;2487090;La Sarre;;;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;4;Southwestern Hudson Bay Drainage Area;Aire de drainage du sud-ouest de la baie d'Hudson
2009;6304;PRODUITS FORESTIERS SAGUENAY SECTEUR LABAIE;SCIERIES SAGUENAY LTÉE - LA BAIE (SAGUENAY);105, boulevard de la Grande Baie Nord;;La Baie (Saguenay);QC;G7B3P3;;;48.3353;-70.8847;1983;;;;2494068;Saguenay;408;Saguenay;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6305;Verreault Navigation inc.;Chantier Maritime;108 Collège Rue;;Les Méchins;QC;G0J1T0;;;49.002;-66.9768;1983;15;Transportation Equipment Mfg.;Fabrication de matériel de transport;2408005;Les Méchins;;;2415;Bas-Saint-Laurent;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6306;Les Industries Flexipak Inc.;Les Industries Flexipak inc.;5020 Thimens Boulevard;;MONTREAL;QC;H4R2B2;;;45.496;-73.7285;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2011;6307;IMPRIMERIES TRANSCONTINENTAL INC.;TRANSCONTINENTAL BOUCHERVILLE;1485 Rue De Coulomb;;Boucherville;QC;J4B7L8;;;45.5597;-73.4312;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2458033;Boucherville;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2002;6308;AVERY DENNISON;VAUDREUIL;980 avenue St-Charles;;Vaudreuil-Dorion;QC;J7V 8P5;;;45.4164;-74.0522;1983;14;Pulp and Paper;Pâte à papier et papier;2471083;Vaudreuil-Dorion;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6309;Roy & Breton Inc.;ROY & BRETON, MEMBRE DU GROUPE TEKNION;577 St-Vallier Route;;St-Vallier;QC;G0R4J0;;;46.8993;-70.8083;1983;6;Other Manufacturing;Autres fabrication;2419117;Saint-Vallier;;;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2011;6310;TEKNION CONCEPT INC.;TEKNION CONCEPT, DIVISION DE TK CANADA LTÉE;975 Rue des Calfats;;Lévis;QC;G6V9E8;;;46.817705;-71.120274;1983;6;Other Manufacturing;Autres fabrication;2425213;Lévis;421;Québec;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2002;6311;FONBRAI INC;FONBRAI;3075, rue Notre-Dame;;Trois-Rivières;QC;G9A 4Y7;;;46.329;-72.5515;1983;3;Chemicals;Produits chimiques;2437067;Trois-Rivières;442;Trois-Rivières;2470;Mauricie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;6312;AÉROPORTS DE MONTRÉAL;AÉROPORT INTERNATIONAL DE MONTRÉAL-MIRABEL;Local 4480 - 12600 Aérogare A-1;;Mirabel;QC;J7N1E8;;;45.6832;-74.0289;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2474005;Mirabel;462;Montréal;2455;Laurentides;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2011;6313;MANAC INC.;MANAC TROIS-RIVIÈRES;8750 Industriel;;Trois-Rivières;QC;G9A5E1;;;46.3681;-72.6569;1983;15;Transportation Equipment Mfg.;Fabrication de matériel de transport;2437067;Trois-Rivières;442;Trois-Rivières;2470;Mauricie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6314;Ville de Rivière-du-Loup;Station d'épuration;300 Bellevue;;Riviere-du-Loup;QC;G5R3Y7;;;47.8348;-69.5524;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2412072;Rivière-du-Loup;405;Rivière-du-Loup;2415;Bas-Saint-Laurent;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2008;6315;C.F.A. SOCIÉTÉ EN COMMANDITE;C.F.A.;625, rue du Luxembourg;;Granby;QC;J2J2S9;;;45.3887;-72.7821;1983;;;;2447015;Granby;450;Granby;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6316;Fonderie Cormier Inc.;FONDERIE CORMIER - SAINT-THOMAS;621  Rang Saint-Charles;;Saint-Thomas;QC;J0K3L0;;;45.9712;-73.3704;1983;5;Iron and Steel;Fer et acier;2461027;Saint-Thomas;;;2450;Lanaudière;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2005;6317;TRANSCONTINENTAL;TRANSCONTINENTAL GAGNÉ;750 avenue Deveault;;Louiseville;QC;J5V3C2;;;46.2601;-72.9405;1983;6;Other Manufacturing;Autres fabrication;2451015;Louiseville;;;2470;Mauricie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2011;6318;LAINAGES VICTOR LTÉE.;LAINAGES VICTOR LTÉE - SAINT-VICTOR;250 de la Station;;Saint-Victor;QC;G0M2B0;;;46.1526;-70.9173;1983;6;Other Manufacturing;Autres fabrication;2427008;Saint-Victor;;;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6319;Lafarge Canada inc.;Carrière Montréal-Est;9990 Métropolitain Boulevard Est;;Montréal-Est;QC;H1B1A2;;;45.6173;-73.5325;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2466007;Montréal-Est;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6320;De Luxe Produits de Papier Inc;Division Montréal;200 Marien;;Montréal-Est;QC;H1B4V2;;;45.633561;-73.50493;1983;6;Other Manufacturing;Autres fabrication;2466007;Montréal-Est;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6321;Bains Ultra Inc.;Usine Bains Ultra;956 Olivier;;Saint-Nicolas;QC;G7A2N1;;;46.688975;-71.321349;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2425213;Lévis;421;Québec;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2010;6322;TEMBEC;USINE DE TASCHEREAU;630 Blais;;Taschereau;QC;J0Z3N0;;;48.6629;-78.6944;1983;19;Wood Products;Produits en bois;2487042;Taschereau;;;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;4;Southwestern Hudson Bay Drainage Area;Aire de drainage du sud-ouest de la baie d'Hudson
2012;6323;NOVA BUS CO.;USINE DE SAINT-EUSTACHE;1000 Industriel;;Saint-Eustache;QC;J7R5A5;;;45.5507;-73.9217;1983;15;Transportation Equipment Mfg.;Fabrication de matériel de transport;2472005;Saint-Eustache;462;Montréal;2455;Laurentides;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6324;Bois Daaquam Inc.;Scierie Bois Daaquam;370 route 204;;Saint-Just-de-Bretenières;QC;G0R3H0;;;46.5862;-70.06;1983;19;Wood Products;Produits en bois;2418005;Saint-Just-de-Bretenières;;;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;1;Maritime Provinces Drainage Area;Aire de drainage des provinces Maritimes
2006;6325;PACALIS;PACALIS;2251 Lapierre;;La Salle;QC;H8N1B7;;;45.4414;-73.6251;1983;6;Other Manufacturing;Autres fabrication;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6326;Les Fibres de Verre Rioux;LES FIBRES DE VERRE RIOUX - STE-FRANÇOISE;10  Cote du Bic Chemin;;Ste-Françoise;QC;G0L3B0;;;48.079971;-69.110248;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2411030;Sainte-Françoise;;;2415;Bas-Saint-Laurent;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2009;6327;PLASTIQUES RENFORCÉS TRICOIRE;PLASTIQUES RENFORCÉS TRICOIRE - SAINT-GERMAIN DE GRANTHAM;332, chemin Yamaska C.P. 813;;Saint-Germain de Grantham;QC;J0C1K0;;;45.8506;-72.5729;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2449048;Saint-Germain-de-Grantham;447;Drummondville;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6328;Laboratoire Atlas. Inc.;Laboratoire Atlas;9600 des Sciences;;Anjou;QC;H1J3B6;;;45.623883;-73.553102;1983;3;Chemicals;Produits chimiques;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6329;Produits forestiers Résolu;Valeur ajouté (St-Prime);714 Principale;;St-Prime;QC;G8J 1T8;;;48.598529;-72.339756;1983;19;Wood Products;Produits en bois;2491035;Saint-Prime;;;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6330;Produits forestiers Résolu;Usine La Doré;5850  avenue Desjardins;;La Doré;QC;G8J1B4;;;48.722028;-72.624435;1983;19;Wood Products;Produits en bois;2491050;La Doré;;;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2008;6331;ABITIBI CONSOLIDATED OF CANADA;COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA, USINE CHIBOUGAMAU;Parc Chibougamau;;MRC Domaine du Roy;QC;;;;51.4072;-72.0538;1983;19;Wood Products;Produits en bois;2499060;Baie-James;;;2490;Nord-du-Québec;6;Boreal Shield;Bouclier boréal;3;Northern Québec and Labrador Drainage Area;Aire de drainage du Nord du Québec et du Labrador
2014;6332;Bois d'ingénierie Abitibi-LPII inc.;Bois d'ingénierie Abitibi LP2 (St-Prime);101 rue du Parc Industriel;;St-Prime;QC;G8J1H3;;;48.591604;-72.316035;1983;19;Wood Products;Produits en bois;2491035;Saint-Prime;;;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6333;Produits forestiers Résolu;Scierie Girardville;2250 St-Joseph Nord;;Girardville;QC;G0W1R0;;;49.12448;-72.60104;1983;19;Wood Products;Produits en bois;2492055;Girardville;;;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6335;Produits forestiers Résolu;Scierie St-Thomas;300  du Moulin;;St-Thomas Didyme;QC;G0W1P0;;;48.925;-72.6325;1983;19;Wood Products;Produits en bois;2492045;Saint-Thomas-Didyme;;;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1139;Bombardier Inc.;Usine Dorval;500 Cote-Vertu;;Dorval;QC;H4S1Y9;;;45.4744;-73.733;1983;15;Transportation Equipment Mfg.;Fabrication de matériel de transport;2466087;Dorval;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;6337;PRODUITS FORESTIERS RÉSOLU;USINE ST-FULGENCE;1900  route de Tadoussac;;St-Fulgence;QC;G0V1S0;;;48.4416;-70.7125;1983;19;Wood Products;Produits en bois;2494235;Saint-Fulgence;408;Saguenay;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6338;Produits forestiers Résolu;Produits forestiers Mauricie;2419  route 155 sud;;La Tuque;QC;G9X 3N8;;;47.418491;-72.78672;1983;19;Wood Products;Produits en bois;2490012;La Tuque;446;La Tuque;2470;Mauricie;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6340;Bois d'ingénierie Abitibi-LPI inc.;Bois d'ingénierie Abitibi-LP1 (Larouche);900 du Lac Hippolyte;;Larouche;QC;G0W1Z0;;;48.4433;-71.5123;1983;19;Wood Products;Produits en bois;2494265;Larouche;408;Saguenay;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2011;6341;LE GROUPE LUXORAMA LTÉE.;LUXORAMA;630 Roland Godard;;Saint-Jérôme;QC;J7Y4C5;;;45.780394;-74.030814;1983;6;Other Manufacturing;Autres fabrication;2475017;Saint-Jérôme;462;Montréal;2455;Laurentides;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6342;Régie d'Assainissement des Eaux du Bassin de Laprairie;Régie d'Assainissement des Eaux du Bassin de Laprairie;5000 Marie-Victorin Boulevard;;Sainte-Catherine;QC;J5C 1L9;;;45.4047;-73.5577;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2467030;Sainte-Catherine;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6343;Pipe-lines Montréal Ltée.;Terminus Montréal;10803 Sherbrooke;;Montréal;QC;H1B1B3;;;45.6282;-73.5252;1983;9;Oil & Gas Pipelines and Storage;Stockage et transport par gazoducs d'huile et de gaz;2466007;Montréal-Est;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6344;Elkem Metal Canada Inc.;Elkem Métal Chicoutimi;2020 de la Réserve Chemin;;Chicoutimi;QC;g7j0e1;;;48.4124;-71.1307;1983;6;Other Manufacturing;Autres fabrication;2494068;Saguenay;408;Saguenay;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6345;Scierie Landrienne Inc.;SCIERIE LANDRIENNE - LANDRIENNE;389  du moulin;;Landrienne;QC;J0Y 1V0;Québec;;48.556387;-77.950659;1983;19;Wood Products;Produits en bois;2488035;Landrienne;481;Amos;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;4;Southwestern Hudson Bay Drainage Area;Aire de drainage du sud-ouest de la baie d'Hudson
2013;6346;AÉROPORTS DE MONTRÉAL;AÉROPORT INTERNATIONAL PIERRE-ELLIOTT-TRUDEAU DE MONTRÉAL;975 Roméo-Vachon;;Dorval;QC;H4Y1H1;;;45.4582;-73.7498;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2466087;Dorval;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2006;6347;TEMBEC INDUSTRIES INC.;DAVIDSON;79 Rue Principale;;Davidson;QC;J0X1R0;;;45.8677;-76.764;1983;;;;2484065;Mansfield-et-Pontefract;;;2460;Outaouais;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2002;6348;ABITIBI CONSOLIDATED DU CANADA;USINE PETIT-SAGUENAY;225, route 170;;Petit-Saguenay;QC;G0V 1N0;;;48.1123;-70.0055;1983;19;Wood Products;Produits en bois;2494205;Petit-Saguenay;;;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6349;Masonite International Corporation;Sacopan;652 du Moulin;;Sacre-Coeur;QC;G0T1Y0;;;48.28048;-69.88236;1983;19;Wood Products;Produits en bois;2495010;Sacré-Coeur;;;2480;Côte-Nord;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;6350;Masonite International Corporation;Division  Portes Belhumeur;421 Notre-Dame;;Berthierville;QC;J0K1A0;;;46.088353;-73.178869;1983;19;Wood Products;Produits en bois;2452035;Berthierville;;;2450;Lanaudière;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6351;Masonite International Corporation;St-Romuald Steel Door Plant;445 1re  Avenue;;St-Romuald;QC;G6W5M6;;;46.7472;-71.2423;1983;6;Other Manufacturing;Autres fabrication;2425213;Lévis;421;Québec;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6352;Masonite International Corporation;Louvre Door Plant;4180 Villeneuve;;Lac Megantic;QC;G6B2C3;;;45.5844;-70.8779;1983;19;Wood Products;Produits en bois;2430030;Lac-Mégantic;;;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2006;6353;MASONITE INTERNATIONAL CORPORATION;CUTSTOCK PLANT;4800, rue Roberge;;Lac Megantic;QC;G6B2V9;;;45.5847;-70.8765;1983;19;Wood Products;Produits en bois;2430030;Lac-Mégantic;;;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6354;Ville de Sherbrooke;Station d'épuration de Sherbrooke;2275 Claude-Greffard Rue;;Sherbrooke;QC;J1H5H1;;;45.4429;-71.9317;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2443027;Sherbrooke;433;Sherbrooke;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6356;Ville de Québec;Station Est d'épuration des eaux usées;105 Henri-Bourassa Boulevard;;Québec;QC;G1J 5K7;;;46.8368;-71.2029;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2423027;Québec;421;Québec;2420;Capitale-Nationale;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6357;Ville de Québec;Station Ouest d'épuration des eaux usées;2850 Einstein Rue;;Québec;QC;G1X 4B3;;;46.7958;-71.319;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2423027;Québec;421;Québec;2420;Capitale-Nationale;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6358;Ville de Victoriaville;Usine d'épuration Achille-Gagnon;555 Jutras Boulevard Ouest;;Victoriaville;QC;G6P 1W6;;;46.0515;-71.9778;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2439062;Victoriaville;440;Victoriaville;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6360;Concept JRC Inc.;Concept J.R.C. Inc;1203 Industriel;;Granby;QC;J2J2B8;;;45.38958;-72.73808;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2447015;Granby;450;Granby;2435;Montérégie;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6361;Les industries de moulage Polymax Inc.;Les Industries de Moulage Polymax Inc;870 industriel;;Granby;QC;J2J1A4;;;45.3849;-72.7625;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2447015;Granby;450;Granby;2435;Montérégie;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6362;Les Industries de moulage Polycell Inc.;Les Industries de Moulage Polycell Inc;448 Edouard;;Granby;QC;J2G3Z3;;;45.3908;-72.7372;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2447015;Granby;450;Granby;2435;Montérégie;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6363;Fonderie Poitras;FONDERIE POITRAS LIMITÉE;168  Nilus-Leclerc;;L'Islet;QC;G0R2C0;;;47.1109;-70.3617;1983;5;Iron and Steel;Fer et acier;2417078;L'Islet;;;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6364;Unicoop Coopérative Agricole;Meunerie St-Anselme;440 Principale;;St-Anselme;QC;G0R2N0;;;46.6226;-70.95723;1983;6;Other Manufacturing;Autres fabrication;2419062;Saint-Anselme;;;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
